,bea_code,category,description,date,ADVANCE,THIRD,abs_third_simple,abs_third,third_less_adv,abs_third_less_adv_simple,abs_third_less_adv,line,year,month,date_t
8094,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2004_Q1,-0.33,-0.05,0.05,0.05,0.28,0.28,0.28,62.0,2004,1,2004-01-01
8095,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2004_Q2,0.23,0.23,0.23,0.23,0.0,0.0,0.0,62.0,2004,4,2004-04-01
8096,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2004_Q3,-0.15,-0.32,0.32,0.32,-0.17,0.17,0.17,62.0,2004,7,2004-07-01
8097,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2004_Q4,-0.05,-0.03,0.03,0.03,0.02,0.02,0.02,62.0,2004,10,2004-10-01
8098,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2005_Q1,0.0,-0.05,0.05,0.05,-0.05,0.05,0.05,62.0,2005,1,2005-01-01
8099,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2005_Q2,0.21,0.23,0.23,0.23,0.02,0.02,0.02,62.0,2005,4,2005-04-01
8100,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2005_Q3,-0.1,-0.14,0.14,0.14,-0.04,0.04,0.04,62.0,2005,7,2005-07-01
8101,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2005_Q4,-0.04,-0.06,0.06,0.06,-0.02,0.02,0.02,62.0,2005,10,2005-10-01
8102,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2006_Q1,-0.12,0.07,0.07,0.07,0.19,0.19,0.19,62.0,2006,1,2006-01-01
8103,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2006_Q2,0.13,0.28,0.28,0.28,0.15,0.15,0.15,62.0,2006,4,2006-04-01
8104,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2006_Q3,0.0,-0.08,0.08,0.08,-0.08,0.08,0.08,62.0,2006,7,2006-07-01
8105,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2006_Q4,0.07,0.0,0.0,0.0,-0.07,0.07,0.07,62.0,2006,10,2006-10-01
8106,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2007_Q1,0.14,0.21,0.21,0.21,0.07,0.07,0.07,62.0,2007,1,2007-01-01
8107,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2007_Q2,0.12,0.18,0.18,0.18,0.06,0.06,0.06,62.0,2007,4,2007-04-01
8108,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2007_Q3,0.11,0.11,0.11,0.11,0.0,0.0,0.0,62.0,2007,7,2007-07-01
8109,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2007_Q4,0.24,0.12,0.12,0.12,-0.12,0.12,0.12,62.0,2007,10,2007-10-01
8110,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2008_Q1,-0.17,-0.12,0.12,0.12,0.05,0.05,0.05,62.0,2008,1,2008-01-01
8111,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2008_Q2,0.09,0.19,0.19,0.19,0.1,0.1,0.1,62.0,2008,4,2008-04-01
8112,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2008_Q3,0.03,0.06,0.06,0.06,0.03,0.03,0.03,62.0,2008,7,2008-07-01
8113,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2008_Q4,-0.07,-0.25,0.25,0.25,-0.18,0.18,0.18,62.0,2008,10,2008-10-01
8114,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2009_Q1,-0.44,-0.22,0.22,0.22,0.22,0.22,0.22,62.0,2009,1,2009-01-01
8115,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2009_Q2,0.31,0.47,0.47,0.47,0.16,0.16,0.16,62.0,2009,4,2009-04-01
8116,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2009_Q3,0.07,0.12,0.12,0.12,0.05,0.05,0.05,62.0,2009,7,2009-07-01
8117,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2009_Q4,-0.03,-0.26,0.26,0.26,-0.23,0.23,0.23,62.0,2009,10,2009-10-01
8118,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2010_Q1,-0.38,-0.41,0.41,0.41,-0.03,0.03,0.03,62.0,2010,1,2010-01-01
8119,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2010_Q2,0.23,0.17,0.17,0.17,-0.06,0.06,0.06,62.0,2010,4,2010-04-01
8120,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2010_Q3,0.12,0.23,0.23,0.23,0.11,0.11,0.11,62.0,2010,7,2010-07-01
8121,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2010_Q4,-0.02,-0.21,0.21,0.21,-0.19,0.19,0.19,62.0,2010,10,2010-10-01
8122,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2011_Q1,-0.36,-0.44,0.44,0.44,-0.08,0.08,0.08,62.0,2011,1,2011-01-01
8123,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2011_Q2,-0.28,-0.2,0.2,0.2,0.08,0.08,0.08,62.0,2011,4,2011-04-01
8124,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2011_Q3,0.07,0.01,0.01,0.01,-0.06,0.06,0.06,62.0,2011,7,2011-07-01
8125,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2011_Q4,-0.03,0.02,0.02,0.02,0.05,0.05,0.05,62.0,2011,10,2011-10-01
8126,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2012_Q1,-0.09,-0.25,0.25,0.25,-0.16,0.16,0.16,62.0,2012,1,2012-01-01
8127,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2012_Q2,-0.16,-0.01,0.01,0.01,0.15,0.15,0.15,62.0,2012,4,2012-04-01
8128,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2012_Q3,0.0,0.01,0.01,0.01,0.01,0.01,0.01,62.0,2012,7,2012-07-01
8129,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2012_Q4,0.03,-0.05,0.05,0.05,-0.08,0.08,0.08,62.0,2012,10,2012-10-01
8130,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2013_Q1,-0.09,-0.19,0.19,0.19,-0.1,0.1,0.1,62.0,2013,1,2013-01-01
8131,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2013_Q2,-0.01,0.01,0.01,0.01,0.02,0.02,0.02,62.0,2013,4,2013-04-01
8132,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2013_Q3,0.12,0.15,0.15,0.15,0.03,0.03,0.03,62.0,2013,7,2013-07-01
8133,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2013_Q4,0.03,-0.04,0.04,0.04,-0.07,0.07,0.07,62.0,2013,10,2013-10-01
8134,A799RY2,State and local - gross investment - A799RY2,State and local - gross investment,2014_Q1,-0.2,-0.24,0.24,0.24,-0.04,0.04,0.04,62.0,2014,1,2014-01-01
