,bea_code,category,description,date,ADVANCE,THIRD,abs_third_simple,abs_third,third_less_adv,abs_third_less_adv_simple,abs_third_less_adv,line,year,month,date_t
5099,A006RY2,Investment,Change in private inventories - Farm,2004_Q1,-0.04,-0.08,0.08,0.08,-0.04,0.04,0.04,26.0,2004,1,2004-01-01
5100,A006RY2,Investment,Change in private inventories - Nonfarm,2004_Q1,0.31,0.73,0.73,0.73,0.42,0.42,0.42,26.0,2004,1,2004-01-01
5101,A006RY2,Investment,Computers and peripheral equipment,2004_Q1,0.12,0.08,0.08,0.08,-0.04,0.04,0.04,26.0,2004,1,2004-01-01
5102,A006RY2,Investment,Industrial equipment,2004_Q1,0.07,0.07,0.07,0.07,0.0,0.0,0.0,26.0,2004,1,2004-01-01
5103,A006RY2,Investment,Information processing equipment - other,2004_Q1,0.32,0.3,0.3,0.3,-0.02,0.02,0.02,26.0,2004,1,2004-01-01
5104,A006RY2,Investment,Other equipment,2004_Q1,0.15,0.14,0.14,0.14,-0.01,0.01,0.01,26.0,2004,1,2004-01-01
5105,A006RY2,Investment,Residential,2004_Q1,0.11,0.24,0.24,0.24,0.13,0.13,0.13,26.0,2004,1,2004-01-01
5106,A006RY2,Investment,Software \4\,2004_Q1,0.23,0.28,0.28,0.28,0.05,0.05,0.05,26.0,2004,1,2004-01-01
5107,A006RY2,Investment,Structures,2004_Q1,-0.15,-0.18,0.18,0.18,-0.03,0.03,0.03,26.0,2004,1,2004-01-01
5108,A006RY2,Investment,Transportation equipment,2004_Q1,-0.01,-0.15,0.15,0.15,-0.14,0.14,0.14,26.0,2004,1,2004-01-01
5109,A006RY2,Investment,Change in private inventories - Farm,2004_Q2,-0.1,-0.1,0.1,0.1,0.0,0.0,0.0,26.0,2004,4,2004-04-01
5110,A006RY2,Investment,Change in private inventories - Nonfarm,2004_Q2,0.38,0.88,0.88,0.88,0.5,0.5,0.5,26.0,2004,4,2004-04-01
5111,A006RY2,Investment,Computers and peripheral equipment,2004_Q2,0.22,0.22,0.22,0.22,0.0,0.0,0.0,26.0,2004,4,2004-04-01
5112,A006RY2,Investment,Industrial equipment,2004_Q2,-0.02,0.03,0.03,0.03,0.05,0.05,0.05,26.0,2004,4,2004-04-01
5113,A006RY2,Investment,Information processing equipment - other,2004_Q2,0.19,0.2,0.2,0.2,0.01,0.01,0.01,26.0,2004,4,2004-04-01
5114,A006RY2,Investment,Other equipment,2004_Q2,0.12,0.2,0.2,0.2,0.08,0.08,0.08,26.0,2004,4,2004-04-01
5115,A006RY2,Investment,Residential,2004_Q2,0.81,0.86,0.86,0.86,0.05,0.05,0.05,26.0,2004,4,2004-04-01
5116,A006RY2,Investment,Software \4\,2004_Q2,0.13,0.13,0.13,0.13,0.0,0.0,0.0,26.0,2004,4,2004-04-01
5117,A006RY2,Investment,Structures,2004_Q2,0.12,0.16,0.16,0.16,0.04,0.04,0.04,26.0,2004,4,2004-04-01
5118,A006RY2,Investment,Transportation equipment,2004_Q2,0.11,0.28,0.28,0.28,0.17,0.17,0.17,26.0,2004,4,2004-04-01
5119,A006RY2,Investment,Change in private inventories - Farm,2004_Q3,-0.07,0.07,0.07,0.07,0.14,0.14,0.14,26.0,2004,7,2004-07-01
5120,A006RY2,Investment,Change in private inventories - Nonfarm,2004_Q3,-0.41,-1.04,1.04,1.04,-0.63,0.63,0.63,26.0,2004,7,2004-07-01
5121,A006RY2,Investment,Computers and peripheral equipment,2004_Q3,0.08,0.18,0.18,0.18,0.1,0.1,0.1,26.0,2004,7,2004-07-01
5122,A006RY2,Investment,Industrial equipment,2004_Q3,0.34,0.31,0.31,0.31,-0.03,0.03,0.03,26.0,2004,7,2004-07-01
5123,A006RY2,Investment,Information processing equipment - other,2004_Q3,0.04,0.02,0.02,0.02,-0.02,0.02,0.02,26.0,2004,7,2004-07-01
5124,A006RY2,Investment,Other equipment,2004_Q3,0.3,0.28,0.28,0.28,-0.02,0.02,0.02,26.0,2004,7,2004-07-01
5125,A006RY2,Investment,Residential,2004_Q3,0.18,0.09,0.09,0.09,-0.09,0.09,0.09,26.0,2004,7,2004-07-01
