,bea_code,category,description,date,ADVANCE,THIRD,abs_third_simple,abs_third,third_less_adv,abs_third_less_adv_simple,abs_third_less_adv,line,year,month,date_t
2280,A822RY2,Government,National defense - consumption expenditures,2004_Q1,0.34,0.26,0.26,0.26,-0.08,0.08,0.08,52.0,2004,1,2004-01-01
2281,A822RY2,Government,National defense - gross investment,2004_Q1,0.31,0.32,0.32,0.32,0.01,0.01,0.01,52.0,2004,1,2004-01-01
2282,A822RY2,Government,Nondefense - consumption expenditures,2004_Q1,0.04,-0.01,0.01,0.01,-0.05,0.05,0.05,52.0,2004,1,2004-01-01
2283,A822RY2,Government,Nondefense - gross investment,2004_Q1,-0.03,0.0,0.0,0.0,0.03,0.03,0.03,52.0,2004,1,2004-01-01
2284,A822RY2,Government,State and local - consumption expenditures,2004_Q1,0.04,0.02,0.02,0.02,-0.02,0.02,0.02,52.0,2004,1,2004-01-01
2285,A822RY2,Government,State and local - gross investment,2004_Q1,-0.33,-0.05,0.05,0.05,0.28,0.28,0.28,52.0,2004,1,2004-01-01
2286,A822RY2,Government,National defense - consumption expenditures,2004_Q2,0.16,0.16,0.16,0.16,0.0,0.0,0.0,52.0,2004,4,2004-04-01
2287,A822RY2,Government,National defense - gross investment,2004_Q2,-0.07,-0.08,0.08,0.08,-0.01,0.01,0.01,52.0,2004,4,2004-04-01
2288,A822RY2,Government,Nondefense - consumption expenditures,2004_Q2,-0.02,-0.01,0.01,0.01,0.01,0.01,0.01,52.0,2004,4,2004-04-01
2289,A822RY2,Government,Nondefense - gross investment,2004_Q2,0.12,0.11,0.11,0.11,-0.01,0.01,0.01,52.0,2004,4,2004-04-01
2290,A822RY2,Government,State and local - consumption expenditures,2004_Q2,0.01,0.0,0.0,0.0,-0.01,0.01,0.01,52.0,2004,4,2004-04-01
2291,A822RY2,Government,State and local - gross investment,2004_Q2,0.23,0.23,0.23,0.23,0.0,0.0,0.0,52.0,2004,4,2004-04-01
2292,A822RY2,Government,National defense - consumption expenditures,2004_Q3,0.36,0.38,0.38,0.38,0.02,0.02,0.02,52.0,2004,7,2004-07-01
2293,A822RY2,Government,National defense - gross investment,2004_Q3,0.06,0.07,0.07,0.07,0.01,0.01,0.01,52.0,2004,7,2004-07-01
2294,A822RY2,Government,Nondefense - consumption expenditures,2004_Q3,-0.03,-0.05,0.05,0.05,-0.02,0.02,0.02,52.0,2004,7,2004-07-01
